3-gram,frequency
"('XOR', 'OR', 'XOR')",6595
"('ADD', 'OR', 'XOR')",15811
"('SUB', 'OR', 'AND')",6200
"('XOR', 'AND', 'OR')",6039
"('XOR', 'XOR', 'AND')",7176
"('AND', 'MOVZX', 'OR')",801
"('MOVZX', 'OR', 'XOR')",904
"('OR', 'OR', 'AND')",6538
"('OR', 'AND', 'OR')",5889
"('JBE', 'ADD', 'SUB')",342
"('MOVZX', 'AND', 'OR')",894
"('AND', 'OR', 'OR')",5925
"('ADD', 'POP', 'NOT')",504
"('POP', 'NOT', 'XCHG')",422
"('XCHG', 'XCHG', 'DEC')",31
"('XCHG', 'DEC', 'NOT')",47
"('DEC', 'NOT', 'SHR')",149
"('NOT', 'SHR', 'ADD')",211
"('POP', 'POP', 'OR')",1198
"('POP', 'OR', 'SUB')",815
"('NEG', 'SHR', 'PUSH')",215
"('DEC', 'ADD', 'NOT')",85
"('ADD', 'NOT', 'NEG')",88
"('NOT', 'NEG', 'XOR')",167
"('NEG', 'XOR', 'MOV')",458
"('MOV', 'SHL', 'SHR')",693
"('SHL', 'SHR', 'ADD')",299
"('SHR', 'ADD', 'SHL')",118
"('ADD', 'SHL', 'INC')",121
"('SHL', 'INC', 'XOR')",203
"('MOV', 'NOT', 'ADD')",717
"('NOT', 'ADD', 'DEC')",75
"('ADD', 'DEC', 'PUSH')",480
"('DEC', 'PUSH', 'NOT')",164
"('NOT', 'POP', 'XOR')",327
"('ADD', 'CMP', 'SUB')",184
"('CMP', 'SUB', 'AND')",55
"('MOV', 'CMP', 'ADD')",405
"('CMP', 'ADD', 'MOV')",753
"('SUB', 'AND', 'MOVZX')",844
"('AND', 'MOVZX', 'AND')",913
"('XOR', 'XOR', 'OR')",6821
"('JBE', 'XOR', 'ADD')",210
"('SUB', 'XOR', 'OR')",6387
"('XOR', 'OR', 'OR')",5893
"('SUB', 'XOR', 'SHL')",336
"('OR', 'SUB', 'OR')",5858
"('OR', 'MOV', 'MOVZX')",2269
"('AND', 'OR', 'SUB')",6173
"('SUB', 'ADD', 'MOVZX')",2706
"('OR', 'XOR', 'OR')",5894
"('SHL', 'XOR', 'MOV')",1623
"('POP', 'ADD', 'NOT')",336
"('ADD', 'NOT', 'PUSH')",424
"('XOR', 'AND', 'AND')",6775
"('ADD', 'POP', 'DEC')",435
"('DEC', 'NOT', 'SUB')",350
"('NOT', 'SUB', 'PUSH')",434
"('POP', 'SUB', 'NOT')",229
"('SUB', 'NOT', 'PUSH')",265
"('AND', 'INC', 'XOR')",337
"('INC', 'XOR', 'DEC')",74
"('XOR', 'DEC', 'DEC')",65
"('DEC', 'DEC', 'XOR')",168
"('DEC', 'XOR', 'OR')",122
"('POP', 'NOT', 'ADD')",445
"('SHL', 'SHL', 'XOR')",280
"('SUB', 'XOR', 'AND')",6750
"('SUB', 'XOR', 'MOVZX')",797
"('MOVZX', 'MOVZX', 'OR')",389
"('POP', 'OR', 'INC')",147
"('INC', 'ADD', 'NOT')",197
"('PUSH', 'POP', 'NOT')",503
"('INC', 'SUB', 'XOR')",379
"('OR', 'POP', 'DEC')",262
"('POP', 'DEC', 'XOR')",362
"('POP', 'DEC', 'SHR')",193
"('DEC', 'SHR', 'ADD')",213
"('ADD', 'INC', 'SUB')",501
"('POP', 'OR', 'OR')",525
"('XOR', 'AND', 'NEG')",108
"('AND', 'NEG', 'XOR')",164
"('NEG', 'XOR', 'XOR')",423
"('INC', 'NOT', 'SUB')",184
"('XOR', 'OR', 'PUSH')",827
"('OR', 'PUSH', 'SUB')",382
"('OR', 'XOR', 'AND')",6281
"('SUB', 'MOVZX', 'OR')",878
"('MOVZX', 'OR', 'AND')",674
"('AND', 'AND', 'SHL')",2061
"('AND', 'SHL', 'XOR')",1199
"('MOV', 'XOR', 'PUSHFD')",1674
"('XOR', 'PUSHFD', 'SUB')",288
"('OR', 'SUB', 'MOVZX')",702
"('MOVZX', 'SUB', 'AND')",853
"('DEC', 'AND', 'XOR')",165
"('XOR', 'XOR', 'NEG')",155
"('XOR', 'NEG', 'XOR')",161
"('ADD', 'SUB', 'NOT')",132
"('SUB', 'NOT', 'AND')",69
"('NOT', 'AND', 'DEC')",73
"('AND', 'DEC', 'XOR')",191
"('DEC', 'XOR', 'MOV')",482
"('POP', 'SHR', 'AND')",198
"('AND', 'XOR', 'NEG')",58
"('XOR', 'NEG', 'SHL')",69
"('MOV', 'CMP', 'AND')",62
"('CMP', 'AND', 'ADD')",73
"('MOV', 'XOR', 'NEG')",449
"('ADD', 'OR', 'MOVZX')",2674
"('OR', 'MOVZX', 'MOV')",3119
"('JBE', 'SUB', 'OR')",183
"('ADD', 'OR', 'CMP')",1174
"('OR', 'CMP', 'ADD')",189
"('CMP', 'ADD', 'XOR')",112
"('SUB', 'MOVZX', 'XOR')",917
"('MOVZX', 'SUB', 'OR')",771
"('AND', 'ADD', 'SHL')",936
"('ADD', 'SHL', 'MOV')",640
"('JBE', 'ADD', 'ADD')",281
"('OR', 'MOVZX', 'OR')",843
"('ADD', 'AND', 'SHL')",1825
"('AND', 'SHL', 'SUB')",1255
"('ADD', 'SUB', 'SHL')",412
"('SUB', 'SHL', 'OR')",409
"('SHL', 'OR', 'XOR')",658
"('ADD', 'SUB', 'MOVZX')",2942
"('SUB', 'MOVZX', 'MOV')",2622
"('MOV', 'NEG', 'XOR')",620
"('MOV', 'ADD', 'PUSHFD')",1816
"('ADD', 'PUSHFD', 'ADD')",576
"('PUSHFD', 'ADD', 'MOV')",1508
"('SHL', 'SUB', 'OR')",546
"('SHL', 'OR', 'AND')",505
"('ADD', 'POP', 'SHR')",678
"('AND', 'SHR', 'AND')",119
"('OR', 'POP', 'SHR')",367
"('MOV', 'OR', 'INC')",860
"('OR', 'INC', 'SUB')",203
"('INC', 'SUB', 'AND')",120
"('POP', 'AND', 'XOR')",1081
"('MOV', 'AND', 'RET_NEAR')",315
"('AND', 'RET_NEAR', 'SUB')",78
"('RET_NEAR', 'SUB', 'SUB')",33
"('MOV', 'SUB', 'PUSHFD')",1635
"('SUB', 'PUSHFD', 'MOV')",333
"('PUSHFD', 'MOV', 'ADD')",601
"('ADD', 'ADD', 'PUSHFD')",979
"('ADD', 'PUSHFD', 'MOV')",806
"('PUSHFD', 'MOV', 'SUB')",130
"('POP', 'OR', 'MOV')",1492
"('SUB', 'SUB', 'SHL')",402
"('SUB', 'SHL', 'AND')",392
"('SUB', 'PUSHFD', 'SUB')",276
"('ADD', 'SUB', 'CMP')",1352
"('SUB', 'CMP', 'SUB')",64
"('CMP', 'SUB', 'CMP')",18
"('CMP', 'SUB', 'OR')",41
"('MOVZX', 'OR', 'ADD')",1250
"('XOR', 'PUSHFD', 'OR')",288
"('PUSHFD', 'OR', 'MOV')",1257
"('OR', 'AND', 'SHL')",1332
"('MOVZX', 'MOV', 'OR')",2408
"('ADD', 'MOVZX', 'OR')",2405
"('MOVZX', 'OR', 'OR')",742
"('JBE', 'SUB', 'AND')",220
"('XOR', 'MOVZX', 'ADD')",1910
"('POP', 'SHR', 'NOT')",211
"('NOT', 'INC', 'PUSH')",469
"('NOT', 'SUB', 'AND')",114
"('POP', 'PUSH', 'ADD')",464
"('XCHG', 'POP', 'AND')",455
"('ADD', 'NOT', 'SHR')",125
"('NOT', 'SHR', 'PUSH')",245
"('SHR', 'PUSH', 'ADD')",16
"('PUSH', 'ADD', 'SUB')",381
"('SUB', 'NOT', 'OR')",74
"('NOT', 'OR', 'DEC')",52
"('DEC', 'SUB', 'AND')",146
"('AND', 'POP', 'ADD')",1220
"('INC', 'ADD', 'SHR')",75
"('ADD', 'SHR', 'PUSH')",757
"('MOV', 'DEC', 'INC')",613
"('DEC', 'INC', 'SHL')",61
"('INC', 'SHL', 'INC')",66
"('SHL', 'INC', 'SHL')",87
"('XCHG', 'XOR', 'SHR')",23
"('SHR', 'ADD', 'SUB')",746
"('SUB', 'SHR', 'XOR')",283
"('POP', 'MOV', 'AND')",1578
"('MOV', 'ADD', 'RET_NEAR')",757
"('AND', 'SHL', 'ADD')",3353
"('MOV', 'MOVZX', 'OR')",1633
"('MOVZX', 'OR', 'SUB')",758
"('XOR', 'NEG', 'INC')",71
"('NEG', 'INC', 'SHL')",59
"('INC', 'SHL', 'PUSH')",303
"('NEG', 'SUB', 'XOR')",355
"('POP', 'ADD', 'AND')",1019
"('OR', 'OR', 'SHL')",286
"('SHL', 'XOR', 'AND')",1803
"('OR', 'DEC', 'SHL')",59
"('DEC', 'SHL', 'NEG')",69
"('SHL', 'NEG', 'SUB')",195
"('NEG', 'SUB', 'SUB')",588
"('MOV', 'SHR', 'NEG')",404
"('SHR', 'NEG', 'ADD')",202
"('ADD', 'ADD', 'NOT')",147
"('OR', 'ADD', 'POP')",525
"('SHL', 'MOV', 'XOR')",827
"('ADD', 'XCHG', 'INC')",68
"('XCHG', 'INC', 'XCHG')",425
"('INC', 'XCHG', 'XOR')",58
"('XCHG', 'XOR', 'SUB')",112
"('SHR', 'AND', 'NOT')",53
"('AND', 'NOT', 'NEG')",37
"('NOT', 'NEG', 'PUSH')",144
"('PUSH', 'ADD', 'ADD')",321
"('ADD', 'SUB', 'PUSHFD')",145
"('SUB', 'PUSHFD', 'ADD')",432
"('SUB', 'ADD', 'SHL')",409
"('JBE', 'SUB', 'MOV')",653
"('AND', 'SUB', 'CMP')",401
"('SUB', 'CMP', 'OR')",71
"('CMP', 'OR', 'MOV')",227
"('AND', 'PUSH', 'ADD')",551
"('OR', 'ADD', 'SHL')",369
"('MOV', 'AND', 'PUSHFD')",1581
"('AND', 'PUSHFD', 'AND')",302
"('PUSHFD', 'AND', 'MOV')",1267
"('SUB', 'AND', 'SHL')",1215
"('OR', 'CMP', 'MOV')",1314
"('CMP', 'MOV', 'XOR')",184
"('SUB', 'CMP', 'CMP')",5
"('CMP', 'CMP', 'MOV')",55
"('OR', 'XOR', 'MOVZX')",776
"('XOR', 'MOVZX', 'AND')",816
"('SUB', 'SHL', 'SUB')",627
"('ADD', 'JMP', 'OR')",1058
"('POP', 'MOV', 'OR')",1328
"('AND', 'POP', 'AND')",341
"('POP', 'AND', 'OR')",511
"('POP', 'POP', 'POPFD')",1578
"('POP', 'POPFD', 'RET_NEAR')",1346
"('POPFD', 'RET_NEAR', 'PUSHAD')",172
"('PUSH', 'JMP', 'RDTSC')",227
"('JMP', 'RDTSC', 'PUSHAD')",94
"('RDTSC', 'PUSHAD', 'POPAD')",253
"('PUSHAD', 'POPAD', 'POP')",606
"('POPAD', 'POP', 'POP')",523
"('POP', 'POP', 'POPAD')",479
"('POP', 'POPAD', 'PUSH')",158
"('POPAD', 'PUSH', 'PUSH')",410
"('PUSH', 'PUSH', 'JNP')",40
"('PUSH', 'JNP', 'RDTSC')",14
"('JNP', 'RDTSC', 'PUSHAD')",6
"('RDTSC', 'PUSHAD', 'JMP')",39
"('PUSHAD', 'JMP', 'PUSHAD')",92
"('JMP', 'PUSHAD', 'POPAD')",185
"('POP', 'POP', 'PUSHFD')",593
"('POP', 'PUSHFD', 'PUSH')",688
"('PUSHFD', 'PUSH', 'MOV')",1407
"('INC', 'OR', 'PUSH')",251
"('OR', 'CMP', 'OR')",105
"('CMP', 'OR', 'SUB')",54
"('XOR', 'AND', 'MOVZX')",765
"('XOR', 'RET_NEAR', 'SUB')",56
"('AND', 'MOVZX', 'SUB')",929
"('XOR', 'XOR', 'MOVZX')",856
"('XOR', 'PUSHFD', 'MOV')",493
"('PUSHFD', 'MOV', 'MOV')",1676
"('AND', 'PUSH', 'SUB')",396
"('AND', 'SUB', 'SHL')",932
"('POPFD', 'RET_NEAR', 'PUSH')",586
"('RET_NEAR', 'JMP', 'PUSHFD')",136
"('JMP', 'PUSHFD', 'PUSH')",350
"('MOV', 'OR', 'SHR')",427
"('OR', 'SHR', 'NEG')",58
"('SHR', 'NEG', 'NOT')",77
"('XOR', 'NEG', 'DEC')",51
"('NEG', 'DEC', 'NOT')",77
"('DEC', 'NOT', 'DEC')",98
"('NOT', 'DEC', 'SUB')",186
"('DEC', 'SUB', 'MOV')",772
"('DEC', 'SHL', 'SUB')",223
"('OR', 'AND', 'CMP')",528
"('SUB', 'MOVZX', 'AND')",814
"('JBE', 'AND', 'ADD')",196
"('SUB', 'OR', 'MOVZX')",717
"('OR', 'MOVZX', 'ADD')",1339
"('SUB', 'PUSHFD', 'XOR')",284
"('PUSHFD', 'XOR', 'MOV')",1380
"('MOVZX', 'OR', 'PUSHFD')",14
"('OR', 'PUSHFD', 'ADD')",437
"('PUSHFD', 'ADD', 'OR')",133
"('AND', 'MOV', 'MOVZX')",3456
"('AND', 'ADD', 'CMP')",1869
"('SUB', 'SHL', 'XOR')",555
"('JBE', 'ADD', 'XOR')",208
"('OR', 'MOVZX', 'AND')",776
"('AND', 'MOVZX', 'XOR')",1081
"('MOV', 'TEST', 'PUSHFD')",417
"('TEST', 'PUSHFD', 'XOR')",48
"('PUSHFD', 'XOR', 'OR')",39
"('JZ', 'ADD', 'AND')",457
"('SUB', 'OR', 'SHL')",258
"('JNZ', 'AND', 'JNZ')",427
"('JNZ', 'ADD', 'OR')",31
"('JNZ', 'SUB', 'AND')",28
"('OR', 'MOV', 'SHL')",729
"('JZ', 'SUB', 'XOR')",144
"('JZ', 'XOR', 'OR')",130
"('AND', 'OR', 'MOVZX')",864
"('OR', 'MOVZX', 'SUB')",885
"('JBE', 'MOV', 'OR')",412
"('AND', 'XOR', 'MOVZX')",1194
"('MOV', 'DEC', 'XCHG')",101
"('ADD', 'CMP', 'OR')",159
"('CMP', 'OR', 'ADD')",80
"('SUB', 'SUB', 'RET_NEAR')",56
"('SUB', 'RET_NEAR', 'MOV')",441
"('AND', 'CMP', 'AND')",96
"('CMP', 'AND', 'MOV')",205
"('CMP', 'SUB', 'MOV')",203
"('XOR', 'OR', 'MOVZX')",745
"('OR', 'AND', 'POP')",194
"('POP', 'AND', 'AND')",1180
"('XOR', 'POP', 'AND')",827
"('XOR', 'SHL', 'AND')",388
"('POPFD', 'RET_NEAR', 'JL')",12
"('RET_NEAR', 'JL', 'PUSH')",10
"('PUSHAD', 'POPAD', 'PUSHAD')",184
"('POPAD', 'PUSHAD', 'POPAD')",171
"('PUSHAD', 'POPAD', 'RDTSC')",252
"('POPAD', 'RDTSC', 'PUSH')",168
"('RDTSC', 'PUSH', 'POP')",253
"('POP', 'JZ', 'PUSHFD')",2
"('JZ', 'PUSHFD', 'PUSH')",12
"('POP', 'SUB', 'DEC')",187
"('SUB', 'DEC', 'ADD')",282
"('CMP', 'MOV', 'SUB')",186
"('TEST', 'PUSHFD', 'SUB')",57
"('PUSH', 'SUB', 'AND')",226
"('XOR', 'OR', 'SHL')",363
"('PUSH', 'AND', 'JZ')",516
"('AND', 'JZ', 'ADD')",52
"('JBE', 'SUB', 'SUB')",206
"('SHL', 'AND', 'MOV')",699
"('MOVZX', 'OR', 'MOVZX')",85
"('XCHG', 'POP', 'XCHG')",611
"('JBE', 'MOV', 'SUB')",1087
"('SUB', 'CMP', 'PUSHFD')",1
"('CMP', 'PUSHFD', 'MOV')",123
"('ADD', 'PUSHFD', 'XOR')",475
"('ADD', 'CMP', 'ADD')",343
"('CMP', 'ADD', 'OR')",97
"('MOVZX', 'XOR', 'AND')",1046
"('POP', 'SHR', 'SUB')",719
"('MOV', 'DEC', 'NOT')",616
"('POP', 'POP', 'NOT')",569
"('NOT', 'XCHG', 'SHL')",166
"('XCHG', 'SHL', 'AND')",8
"('ADD', 'DEC', 'SHL')",171
"('DEC', 'SHL', 'PUSH')",290
"('NOT', 'ADD', 'PUSH')",432
"('XCHG', 'DEC', 'XCHG')",480
"('DEC', 'XCHG', 'SUB')",71
"('OR', 'CMP', 'XOR')",66
"('CMP', 'XOR', 'ADD')",64
"('POPFD', 'RET_NEAR', 'MOV')",116
"('MOV', 'POP', 'JO')",2
"('POP', 'JO', 'PUSH')",11
"('JO', 'PUSH', 'POP')",31
"('ADD', 'JLE', 'PUSH')",2
"('JLE', 'PUSH', 'JNBE')",1
"('PUSH', 'JNBE', 'PUSHAD')",3
"('JNBE', 'PUSHAD', 'JP')",1
"('PUSHAD', 'JP', 'PUSH')",13
"('JP', 'PUSH', 'POP')",9
"('PUSH', 'POP', 'POPAD')",312
"('POP', 'POPAD', 'POP')",128
"('POPAD', 'POP', 'PUSH')",96
"('RDTSC', 'PUSHAD', 'JLE')",2
"('PUSHAD', 'JLE', 'JNS')",1
"('JLE', 'JNS', 'PUSH')",1
"('JNS', 'PUSH', 'PUSH')",106
"('PUSH', 'PUSH', 'RDTSC')",1969
"('PUSH', 'RDTSC', 'POP')",1969
"('RDTSC', 'POP', 'POP')",1969
"('POP', 'POP', 'PUSHAD')",405
"('MOV', 'XCHG', 'NOT')",814
"('POPFD', 'RET_NEAR', 'JMP')",240
"('NEG', 'SUB', 'OR')",112
"('OR', 'SHR', 'AND')",117
"('CMP', 'ADD', 'AND')",78
"('JBE', 'XOR', 'SUB')",219
"('ADD', 'SHR', 'NOT')",140
"('SHR', 'NOT', 'SUB')",249
"('NEG', 'AND', 'AND')",44
"('SHL', 'SHR', 'PUSH')",327
"('ADD', 'AND', 'RET_NEAR')",81
"('RET_NEAR', 'SUB', 'OR')",22
"('POP', 'DEC', 'AND')",242
"('DEC', 'AND', 'NOT')",60
"('AND', 'NOT', 'INC')",102
"('INC', 'SUB', 'DEC')",70
"('AND', 'DEC', 'XCHG')",13
"('DEC', 'XCHG', 'INC')",25
"('INC', 'XCHG', 'DEC')",41
"('XCHG', 'DEC', 'ADD')",38
"('DEC', 'ADD', 'SUB')",643
"('POP', 'OR', 'NEG')",135
"('OR', 'NEG', 'SUB')",181
"('POP', 'XOR', 'DEC')",161
"('XOR', 'DEC', 'INC')",69
"('DEC', 'INC', 'XOR')",181
"('NEG', 'NOT', 'ADD')",176
"('NOT', 'ADD', 'SHL')",87
"('ADD', 'SHL', 'DEC')",135
"('XOR', 'PUSH', 'OR')",261
"('PUSH', 'OR', 'SUB')",261
"('RET_NEAR', 'PUSH', 'JNZ')",3
"('PUSH', 'JNZ', 'POP')",238
"('JNZ', 'POP', 'PUSHFD')",3
"('SHR', 'DEC', 'NOT')",124
"('DEC', 'NOT', 'OR')",75
"('MOV', 'OR', 'NEG')",386
"('POP', 'POPFD', 'MOV')",58
"('POPFD', 'MOV', 'PUSH')",55
"('MOV', 'SUB', 'CALL_NEAR')",591
"('SUB', 'CALL_NEAR', 'MOV')",455
"('SETNZ', 'MOV', 'RET_NEAR')",701
"('JNZ', 'SUB', 'SBB')",494
"('SUB', 'SBB', 'MOV')",607
"('SBB', 'MOV', 'LEA')",246
"('RET_NEAR', 'PUSH', 'JL')",4
"('PUSH', 'JL', 'PUSH')",160
"('POP', 'JMP', 'PUSHFD')",96
"('ADD', 'XOR', 'NEG')",118
"('NEG', 'XOR', 'SUB')",574
"('XOR', 'POP', 'NOT')",351
"('NOT', 'ADD', 'SUB')",630
"('POP', 'NEG', 'NEG')",116
"('NEG', 'NEG', 'OR')",43
"('NEG', 'OR', 'ADD')",178
"('SUB', 'NOT', 'SHR')",93
"('ADD', 'SHL', 'XCHG')",38
"('SHL', 'XCHG', 'NEG')",21
"('XCHG', 'NEG', 'XCHG')",424
"('NEG', 'XCHG', 'ADD')",85
"('XCHG', 'ADD', 'MOV')",101
"('INC', 'DEC', 'SUB')",194
"('PUSH', 'POP', 'INC')",742
"('XOR', 'SHL', 'XCHG')",20
"('SUB', 'AND', 'DEC')",68
"('AND', 'DEC', 'SHL')",48
"('MOV', 'DEC', 'SUB')",822
"('NOT', 'POP', 'PUSH')",545
"('POP', 'AND', 'ADD')",798
"('SHR', 'AND', 'NEG')",195
"('AND', 'NEG', 'ADD')",167
"('SUB', 'ADD', 'INC')",249
"('XOR', 'POP', 'SHL')",604
"('SHL', 'SHL', 'PUSH')",345
"('PUSH', 'POP', 'NEG')",494
"('POP', 'NEG', 'DEC')",146
"('NEG', 'DEC', 'XOR')",189
"('XOR', 'SHR', 'SHR')",90
"('ADD', 'NOT', 'ADD')",279
"('NOT', 'ADD', 'MOV')",495
"('AND', 'POP', 'SUB')",1210
"('DEC', 'DEC', 'SHR')",73
"('DEC', 'SHR', 'INC')",56
"('ADD', 'ADD', 'RET_NEAR')",57
"('SUB', 'AND', 'CMP')",439
"('JZ', 'SHL', 'JMP')",194
"('SHL', 'JMP', 'MOV')",62
"('ADD', 'OR', 'PUSHFD')",182
"('PUSHFD', 'ADD', 'XOR')",112
"('ADD', 'SHL', 'AND')",498
"('OR', 'AND', 'MOVZX')",768
"('JZ', 'AND', 'SUB')",173
"('JZ', 'SUB', 'OR')",83
"('ADD', 'XOR', 'PUSHFD')",287
"('XOR', 'SUB', 'MOVZX')",846
"('ADD', 'PUSHFD', 'SUB')",380
"('PUSHFD', 'SUB', 'XOR')",69
"('JMP', 'AND', 'OR')",303
"('NOT', 'JMP', 'PUSH')",510
"('AND', 'JMP', 'SHR')",129
"('SHR', 'AND', 'SHR')",202
"('AND', 'SHR', 'NOT')",46
"('SHR', 'NOT', 'JMP')",136
"('NOT', 'JMP', 'ADD')",395
"('POP', 'OR', 'NOT')",162
"('OR', 'NOT', 'SUB')",166
"('SHR', 'ADD', 'NOT')",78
"('ADD', 'NOT', 'JMP')",223
"('NOT', 'JMP', 'SUB')",388
"('JMP', 'INC', 'SHR')",145
"('SHR', 'JMP', 'XOR')",437
"('JMP', 'MOV', 'STI')",284
"('STI', 'PUSH', 'PUSH')",598
"('DEC', 'NEG', 'SUB')",172
"('JMP', 'SHL', 'AND')",125
"('NOT', 'NOT', 'SHL')",44
"('OR', 'SHR', 'SHL')",111
"('SHR', 'SHL', 'SHL')",89
"('SHL', 'SHL', 'JMP')",218
"('MOV', 'STI', 'SUB')",270
"('STI', 'SUB', 'PUSH')",136
"('PUSH', 'JMP', 'XOR')",341
"('DEC', 'AND', 'SUB')",170
"('POP', 'XOR', 'NOT')",146
"('XOR', 'NOT', 'JMP')",169
"('SHR', 'AND', 'DEC')",72
"('AND', 'DEC', 'ADD')",173
"('PUSH', 'JMP', 'XCHG')",87
"('JMP', 'XCHG', 'PUSH')",228
"('XCHG', 'PUSH', 'NOT')",363
"('OR', 'XOR', 'NOT')",68
"('XOR', 'NOT', 'XOR')",251
"('NOT', 'XOR', 'JMP')",342
"('POP', 'DEC', 'DEC')",165
"('DEC', 'DEC', 'SUB')",171
"('DEC', 'SUB', 'PUSH')",351
"('JMP', 'OR', 'AND')",329
"('OR', 'AND', 'JMP')",134
"('AND', 'JMP', 'NOT')",124
"('JMP', 'SHL', 'DEC')",125
"('SHL', 'DEC', 'SHR')",59
"('MOV', 'JMP', 'XCHG')",230
"('XOR', 'SHR', 'NEG')",85
"('SHR', 'NEG', 'SHL')",71
"('NEG', 'SHL', 'JMP')",102
"('JMP', 'SHR', 'DEC')",116
"('SHR', 'DEC', 'XOR')",204
"('DEC', 'XOR', 'POP')",83
"('SHL', 'AND', 'XOR')",600
"('ADD', 'NOT', 'OR')",87
"('OR', 'SUB', 'JMP')",264
"('SUB', 'JMP', 'OR')",330
"('POP', 'INC', 'JMP')",259
"('DEC', 'INC', 'PUSH')",130
"('CALL_NEAR', 'PUSHAD', 'POPAD')",14
"('PUSHAD', 'POPAD', 'JMP')",182
"('POPAD', 'JMP', 'MOV')",47
"('JMP', 'POP', 'DEC')",339
"('POP', 'DEC', 'SUB')",424
"('DEC', 'SUB', 'XOR')",348
"('JMP', 'AND', 'ADD')",419
"('JMP', 'NOT', 'ADD')",323
"('DEC', 'ADD', 'OR')",106
"('JMP', 'ADD', 'STI')",8
"('ADD', 'STI', 'PUSH')",30
"('OR', 'INC', 'OR')",55
"('JMP', 'AND', 'NEG')",85
"('JMP', 'NEG', 'AND')",92
"('DEC', 'JMP', 'OR')",113
"('INC', 'OR', 'JMP')",131
"('SHL', 'PUSH', 'NOT')",131
"('ADD', 'AND', 'JMP')",368
"('POP', 'AND', 'JMP')",438
"('JMP', 'OR', 'SHL')",147
"('OR', 'SHL', 'JMP')",124
"('JMP', 'STI', 'SUB')",317
"('STI', 'SUB', 'MOV')",356
"('XOR', 'AND', 'JMP')",223
"('AND', 'JMP', 'DEC')",251
"('DEC', 'ADD', 'SHR')",83
"('POP', 'NOT', 'SHL')",184
"('POP', 'AND', 'NOT')",153
"('POP', 'POP', 'XCHG')",567
"('JMP', 'AND', 'SHL')",121
"('SHL', 'XOR', 'SHR')",85
"('XOR', 'SHR', 'NOT')",63
"('NOT', 'SUB', 'ADD')",761
"('SHR', 'XOR', 'DEC')",93
"('INC', 'NOT', 'OR')",50
"('NOT', 'OR', 'INC')",50
"('AND', 'OR', 'JMP')",234
"('OR', 'JMP', 'SHL')",147
"('DEC', 'SHL', 'JMP')",145
"('JMP', 'ADD', 'NOT')",207
"('AND', 'PUSH', 'JMP')",352
"('AND', 'AND', 'INC')",193
"('SUB', 'XOR', 'JMP')",803
"('NEG', 'JMP', 'ADD')",383
"('JMP', 'STI', 'JMP')",614
"('STI', 'JMP', 'STI')",322
"('STI', 'JMP', 'JMP')",500
"('INC', 'JMP', 'NEG')",101
"('AND', 'XOR', 'JMP')",520
"('DEC', 'SUB', 'JMP')",318
"('JMP', 'XOR', 'AND')",380
"('SUB', 'NOT', 'ADD')",233
"('CALL_NEAR', 'SUB', 'RCL')",14
"('SUB', 'RCL', 'JB')",23
"('RCL', 'JB', 'CALL_NEAR')",204
"('JB', 'CALL_NEAR', 'JMP')",205
"('INC', 'MOV', 'SCASB')",240
"('MOV', 'SCASB', 'JNZ')",240
"('SCASB', 'JNZ', 'CMP')",240
"('MOV', 'MOV', 'NOP')",813
"('MOV', 'NOP', 'PUSH')",354
"('NOP', 'PUSH', 'NOP')",327
"('PUSH', 'NOP', 'PUSH')",360
"('NOP', 'PUSH', 'CALL_NEAR')",373
"('CALL_NEAR', 'POP', 'ADD')",488
"('JMP', 'INC', 'DEC')",125
"('OR', 'ADD', 'INC')",95
"('ADD', 'INC', 'OR')",89
"('JMP', 'SHL', 'OR')",166
"('NOT', 'MOV', 'ADD')",459
"('SHL', 'OR', 'SHL')",812
"('JMP', 'SHR', 'ADD')",353
"('POP', 'PUSH', 'DEC')",69
"('DEC', 'PUSH', 'POP')",41
"('SUB', 'POP', 'INC')",404
"('SHR', 'JMP', 'SUB')",524
"('NOT', 'SHR', 'SHR')",138
"('SHR', 'SUB', 'JMP')",441
"('MOV', 'INC', 'OR')",374
"('JZ', 'PUSH', 'SUB')",103
"('SHL', 'JMP', 'NOT')",151
"('JMP', 'NOT', 'SHR')",140
"('NOT', 'SHR', 'JMP')",140
"('SHR', 'JMP', 'OR')",172
"('OR', 'JMP', 'DEC')",125
"('DEC', 'JMP', 'SUB')",410
"('POP', 'NOT', 'AND')",333
"('NOT', 'AND', 'SHR')",222
"('AND', 'SHR', 'SUB')",233
"('PUSH', 'NOT', 'MOV')",387
"('SHR', 'XOR', 'SUB')",740
"('POP', 'JMP', 'DEC')",538
"('JMP', 'DEC', 'NOT')",200
"('DEC', 'NOT', 'NEG')",85
"('POP', 'SHL', 'AND')",181
"('SHL', 'AND', 'SHR')",56
"('SUB', 'POP', 'NOT')",468
"('POP', 'NOT', 'SUB')",459
"('NOT', 'SUB', 'DEC')",68
"('OR', 'JNZ', 'LEA')",382
"('CALL_NEAR', 'OR', 'JNZ')",301
"('SHL', 'OR', 'RET_NEAR')",367
"('OR', 'RET_NEAR', 'AND')",270
"('RET_NEAR', 'AND', 'CMP')",638
"('SHL', 'JMP', 'ADD')",590
"('INC', 'NOT', 'SHR')",58
"('NOT', 'SHR', 'NEG')",55
"('SHR', 'NEG', 'SUB')",200
"('AND', 'ADD', 'DEC')",281
"('MOV', 'MOV', 'IN')",311
"('MOV', 'IN', 'POP')",311
